,Tweet,Nour_label 
1266,"@naomirwolf I doubt it will be a full lockdown. Maybe another partial one. The last one lowered the economy and they campaigned that as Trump's doing and claim to deal with the Covid19 and boost the economy. 
The CDC is probably close to a vaccine and was waiting until after the election.",0
1267,"As Trump loses, HHS finally releases documents showing some dubious vaccine contracts https://t.co/duO7glaQxB",0
1268,"If ALL Biden does is lessen the impact of Covid and steer us towards a safe, free vaccine that is distributed promptly, fairly, and competently regardless of race or class, THEN THIS HAS BEEN A GREAT ELECTION.

If that is Biden's ONLY accomplishment, THEN ALL OF THIS WAS WORTH IT",0
1269,"Look...I don't blame Biden.

I blame the media who was stupid enough to believe Dems had a plan.

There is no plan to stop this.

All we can do is take precautions, social distance, and pray for a vaccine. https://t.co/CzKc6qdf4o",0
1270,"But if vaccine doesn't come till2022
Then what will you do @AlqnAlvarxz @ScottMorrisonMP @7NewsAustralia @JoshFrydenberg 
@UN 
@AusBorderForce 
#LetUsBackToAus 
#letuscometoaus",0
1271,@Scarlett__Wolf @Trollburton Yep like... for a vaccine or something like that.,2
1272,"Now playing on African Affairs Radio: uganda annet nandujja obufumbo mp3 66954 by ! Tune in now.
Live (Nonstop African Music): https://t.co/4PJNyYARst

@africanaffairs #africansarenotlabrats #standby Resist #coronavirus #africansarenotlabrats #NoToCoronaVirusVaccines",1
1273,"@Tricksterbelle THE VACCINE *IS* BEATING HER YOU PHILISTINE

IT'S A VACCINE THAT PUNCHES PEOPLE",1
1274,"https://t.co/hxl39QU5h6: How Long Will Common People in India Have to Wait For COVID Vaccine? AIIMS Director Answers.
https://t.co/T9psvkbwer

via @GoogleNews",0
1275,"RT @riotwomennn: @DonaldJTrumpJr Covid-19 is out of control 

Hospitals are overwhelmed

October is gone 

Where's the vaccine?

 https://t…",0
1276,Covid fight: Study to find tuberculosis vaccine’s role | Noida News https://t.co/ymX8teO4QT,0
1277,"@ucanlickmytweet @atzpeach wtf is your problem. it’s a sweet post of a man that cares about his mom. Jesus get over yourself. I could care less about their personal lives. My kid is on the spectrum so of course I do and also support vaccines as well so it’s late, sorry for not being deep enough for ya",0
1278,"My guest tomorrow on @womensradiostn talking 'All things Autism and life in Lockdown' is Neeraj Sharma CEO of Daisy Chain Charity at 1pm. 
I am proud to be a Patron of this North East Charity for the last 5 years. #autism #charity @the_dc_project
https://t.co/DosGtDn3lD https://t.co/qh8vT7pr3C",0
1279,"@rjsand990 Flu numbers will probably be down this year in places with good social distancing, vaccination, and mask wearing.",0
1280,"@JVER1 Want the media to chew his 
A$$ out like they did @realDonaldTrump  Like when #COVID19  vaccine 💉 is available Joe had NOTHING to do with it Trump got the ball rolling  DONT YOU DARE Take credit for Trump’s accomplishments",0
1281,"Republic World: Coronavirus vaccine update: Bharat Biotech to manufacture vaccines in Odisha unit.
https://t.co/1cj6teE3Fe

via @GoogleNews",0
1282,fuck the covid vaccine we need an influ-men-za vaccine,1
1283,"@TV9Bharatvarsh Humans can be made immune to the Corona virus by getting themselves injected with a conjugate vaccine and here's how this vaccine can be made

#QasimDreamsforMuslimUmmah 

#COVID19 #TrumpHasCovid #TrumpCovid 
#COVID #Crona #TrumpVirus #Trump2020
https://t.co/R2bPwPekMH",0
1284,"@realDonaldTrump Donald, where’s that vaccine you promised by election.  Utah has declared a state of emergency while you’re busy pretending you didn’t just get voted out of office. https://t.co/U2hYrGWHPW",0
1286,"RT @vishy_vishal: Schools must reopen...yea coz studying in school is more important than life!! Vaccine can wait!!😏😠
#SchoolsReopen",0
1287,@ElmaAksalic @OANN announcement of vaccine,0
1288,"@meiarivu Humans can be made immune to the Corona virus by getting themselves injected with a conjugate vaccine and here's how this vaccine can be made

#QasimDreamsforMuslimUmmah 

#COVID19 #TrumpHasCovid #TrumpCovid 
#COVID #Crona #TrumpVirus #Trump2020
https://t.co/R2bPwPekMH",0
1289,Trump Promised A COVID Vaccine By Election Day And It Never Happened https://t.co/R9Zlh7m9Sz via @YouTube,0
1290,"@aries1953 👍

He's also guaranteeing the vaccine gets to every American:

""Invest $25 billion in a vaccine manufacturing and distribution plan that will guarantee it gets to every American, cost-free.""

https://t.co/Gfz8aPWlls",0
1291,"During COVID-19 stress, ... - https://t.co/wIACgk8BzY 
Get your news featured use #IndiaPostUSA 
#AlchoholConsumption #BestSupplementsOnline #Care #CoronaVaccineNews #CoronaVirusVaccine #DeliverSupplementsOnline #IndiaCovid19 #IndiaCovid19cases #OnlineSupplementsInAustralia",0
1293,"Poland: Mecca of the fur industry https://t.co/t7FSPIXDvr 
ANIMAL DEATH CAMPS IN POLAND ARE STILL GOING ON AT FULL
DESPITE COVID-19!! https://t.co/U1QB7vAXCZ",0
1294,"@smlrun @jao_1989 @GeoffRBennett @GSAEmily She is now becoming the primary reason a distribution of Covid vaccine may be held up when ready due to her delay, potentially costing lives. She is exactly like Trump, deliberately creating as much chaos &amp; difficulty as possible. Her loyalty to Trump supersedes democracy.",0
1295,"@MeidasTouch @jmtarpon Biden is positioned to use Covid/Fires to remove your freedom to travel without proof of vaccination, mandating ALL vackseens for everyone, cashless society, complete surveillance w/ 5Gee, control your energy consumption with tech, censor opposition. Cat bird seat #Agenda21 #NWO",1
1296,"@tedlieu @realDonaldTrump @JoeBiden 60 minutes had a segment on the vaccine. Bigger question, how do Americans feel about the 60 min segment and the vaccine?",0
1297,@DJTROGUENATION @puretruthcouk @JenMax57 A mercury base is used to preserve vaccines. This is what causes autism I’m boys mostly &amp; effectively sterilises them. This has been known for 20 years. That’s before you even speak about the dna altering aspects of this one which will become a binary weapon when 5G interacts,0
1298,"@60Minutes impeccable timing, how convenient. Fuck your vaccine I'm fine.",1
1299,"@PeterHotez Exactly, I've been trying to convince patients...but many won't even get the flu vaccine &amp; despite me explaining the flu vaccine you had a ""bad reaction to"", usu. years ago, (they often have trouble describing (so not convincing)) isn't the same vaccine now, and is much improved.",2
1301,@cashjew22 @60Minutes @GovMurphy I do t blame you I just retired December 2019 and I’m not getting no vaccine neither are my children or grandchildren,1
1302,"@CllrBSilvester 🤣A bit less than 2 months ago and now we have this, cases tripling ... even the author is saying in the comment he was wrong. If you think this pandemic is a scam you need some help. PS We won't stay in lockdown because of the various vaccines being developed. https://t.co/LmabOX3FUT",0
1303,"Pfizer-BioNTech Covid-19 Vaccine (Pfizer Manufacturing Belgium NV): 

PAA156051 LOT/EXP. Pfizer-BioNTech COVID-19 Vaccine After dilution, vial contains 5 doses of 0.3 mL. For intramuscular use. Contains no preservative. For use under Emergency Use…

https://t.co/xm0Nf7PfC9 https://t.co/DickPQecQY",0
1304,Australian company to start producing millions of doses of new COVID-19 vaccine | ABC News https://t.co/6F3SF8gb2N,0
1305,"Curious...y’all getting the COVID vaccine when it comes to your area?

What are y’all thoughts?",0
1306,@RealBrianWatt Hope you have investigated the Cuba Vaccine.  Good documentary on it CINvax I think?,0
1308,"COVID-19 Lockdowns in New York: A Matter of Religious Freedom? - The Vaccine Reaction https://t.co/tVTV2qubWa

Cuomo Targets Orthodox Jews for Strictest Lockdown Measures

Read the full article and subscribe to TVR Today! 
#NVIC #VaccineFreedom #InformedConsent https://t.co/M0s9q9QafJ",0
1309,"Where is the promised vaccine Donald??? @realDonaldTrump
Oh yes, COVID-19 has not gine away!
#DonTheCon",0
1310,AstraZeneca and researchers at Oxford are reportedly seeing their COVID-19 vaccine produce a strong immune response in elderly and young people https://t.co/XW5i8g8sG5,2
1311,"Zee News: BCG vaccine effective in preventing COVID-19, claims new study by Indian doctor.
https://t.co/ShN5Te3v8L

via @GoogleNews",2
1313,Emvólio Pro for assured cold chain &amp; better accountability in vaccine transport! https://t.co/AsRcQg3Gby,2
1314,"@liwill_ yes as they say, vaaks&gt;vaccines",2
1315,I just read some girl praise Bill Gates after the bill was passed for mandatory vaccinations..... Bill is an avid believer in vaccines to help control the population in poor predominately black neighborhoods. https://t.co/UuFJJcxAdf,1
1317,RT @nadiaesbette: fuck the covid vaccine we need an influ-men-za vaccine,1
1319,"Bar Attorneys are Foreign Agents acting for the British Monarchy which is a Corporation owned by the Pope.  Deport them all!

NY Bar Association Recommends Mandatory COVID-19 Vaccine With No Exemptions | Zero Hedge https://t.co/kC3STgR5ED",0
1320,yo @JoeBiden  wanna be a good president? start off by creating a vaccine for this rona .,2
1322,Bharat Biotech’s Odisha facility to make 10 types of vaccines https://t.co/4aooYXJgP0 via @theonlooknews @BharatBiotech #krishnaella #COVID19 #vaccines #CoronaVirusUpdates #coronavirus,0
1323,"@TylerBoliver No, also that he'd be better at COVID. At least people like Chris Hayes and others put every COVID death on Trump's head. 

Quite a number of people think that there is some magic bullet that will make COVID better. It won't. 

Even the proposed vaccines are being downplayed.",0
1324,@TIME What are you idiots or just plain stupid or don’t you have a brain. The vaccine is full of toxins. You can’t even sue for damages to your child. Screw being a hero.,1
1325,"@carvillshill @FatEmperor @ButlerJaney @AarRogan @peterodwyer1 In fairness, better-resourced and wider-read ""business"" publications have also been dire on Covid. The Economist and the Financial Times have shamelessly used it as a hammer to bludgeon Trump with, along with the usual pro-pharma, pro-vaccine tosh. But obvs that's no excuse!",0
1326,Goldman strategists say post-vote goal is to return to vaccine https://t.co/oqP5cooSKk,0
1327,Investors bet vaccine sparks revival in beaten down stocks https://t.co/fhsV9MEV7g,0
1328,"Updated compilation 33 FOIs re ""SARS-COV-2"": Canada, U.S., UK, England, Ireland, Scotland, Wales, Australia, NZ, Denmark → no record describing isolation from unadulterated sample anywhere ever

@roccogalatilaw @VaccineChoiceCA @fordnation @PublicHealthON
https://t.co/op3cgKGlkI https://t.co/gZ0usa3hC3",0
1329,"@Interstellar_IB @realDonaldTrump Donald trump if you need the C-19 vaccine, write to me.
People, if you have the opportunity to write to Donald Trump or send him this message, please send it.
Personally, I will be very grateful, and most people on planet Earth will be grateful to you.",0
1330,"COVID CAN BE TREATED WITHOUT VACCINES

THE ULTIMATE MEDICAL HOAX IS ALMOST OVER

WITH GOD AS MY WITNESS
IT SHALL BE SO

RESTORE

GOLD STANDARD NATURAL IMMUNITY
AND UNFORCED MEDICINE
PRIMUM NON NOCERE",1
1331,"@helmeteer_chris Nice tape job. I’m always screwing up the top bar so it’s like 
///-///
Instead of
\\\-/// or ///-\\\
But them I’m like whatevs and ride around like a dork. See you when the vaccine comes.",0
1332,"@RepsForBiden @realDonaldTrump Donald trump if you need the C-19 vaccine, write to me.
People, if you have the opportunity to write to Donald Trump or send him this message, please send it.
Personally, I will be very grateful, and most people on planet Earth will be grateful to you.",0
1333,"The Indian Express: Healthcare and frontline workers will have vaccine priority: V K Paul.
https://t.co/f3N5TLksUW

via @GoogleNews",2
1334,"@gabisesi @RepsForBiden @realDonaldTrump Donald trump if you need the C-19 vaccine, write to me.
People, if you have the opportunity to write to Donald Trump or send him this message, please send it.
Personally, I will be very grateful, and most people on planet Earth will be grateful to you.",0
1335,@rayamanoha @madeiraglow_kel @naomirwolf Does that mean you're prepared to let it run rampant until there's a vaccine? How many lives are you prepared to sacrifice? 😱,0
1336,"@rupa1110 @realDonaldTrump Donald trump if you need the C-19 vaccine, write to me.
People, if you have the opportunity to write to Donald Trump or send him this message, please send it.
Personally, I will be very grateful, and most people on planet Earth will be grateful to you.",0
1337,Hang there! It'll be better next year - no orange  shitgibbon (well a lot less I hope) and a possible  vaccine too.,0
1338,"@FrankieSaysNews @rupa1110 @realDonaldTrump Donald trump if you need the C-19 vaccine, write to me.
People, if you have the opportunity to write to Donald Trump or send him this message, please send it.
Personally, I will be very grateful, and most people on planet Earth will be grateful to you.",0
1339,@Transition46 @JoeBiden You up play this Viruus .. you use it as a political WEAPON.. A fucking virus that kills mostly half deap people .. 99.5 People who get it SURVIVE ..  YOU DONT HAVE A VACCINE..  SO YOU CANT DO SHIT ABOUT IT,0
1340,RT @marsdetective: the only way to make this week better is is pfizer announces good news about their covid vaccine. I will lose my mind,2
1341,"@nottodayfly @realDonaldTrump Donald trump if you need the C-19 vaccine, write to me.
People, if you have the opportunity to write to Donald Trump or send him this message, please send it.
Personally, I will be very grateful, and most people on planet Earth will be grateful to you.",0
1342,"@zhenrafn @realDonaldTrump Donald trump if you need the C-19 vaccine, write to me.
People, if you have the opportunity to write to Donald Trump or send him this message, please send it.
Personally, I will be very grateful, and most people on planet Earth will be grateful to you.",0
1343,"Come to India...
Here people are almost celebrating ""Corona festival"". People are roaming around without masks, governments are least bothered, the health minister is busy presenting Economic data, the finance minister is busy announcing Vaccination program...and so on. 🤪😜💃",0
1344,"@mattgaetz If you have antibodies, you either took a vaccine or you had the virus at one point. There is no vaccine yet.",0
1345,RT @__sarphiri_: Is anyone out there still searching for a vaccine or do they think covid has vanished?,0
1346,RT @ChardinDshae: Where is the vaccine 😭😭,0
1347,"@FrankieSaysNews @zhenrafn @realDonaldTrump Donald trump if you need the C-19 vaccine, write to me.
People, if you have the opportunity to write to Donald Trump or send him this message, please send it.
Personally, I will be very grateful, and most people on planet Earth will be grateful to you.",0
1348,"Keep a watch out for AirBnB. The Pandemic has presented us an excellent opportunity to buy a disruptive business model in a pandemic. This won’t last forever. 

This will be on my watch list till Vaccine is announced.",2
1349,@tedlieu @realDonaldTrump @JoeBiden Where is the vaccine and health plan?,0
1350,@DanCrenshawTX It’s called the vaccine and other therapeutics that were developed in record time under the Trump in admin. Media will play cover as always and the ill informed voters in the Democratic Party will believe it.,0
1351,"@MajokwComm3724 @TladiComm3724 An Ebola vaccine, rVSV-ZEBOV, was approved in the United States in December 2019.[8] It appears to be fully effective ten days after being given.[8] It was studied in Guinea between 2014, and 2016.[8] More than 100,000 people have been vaccinated against Ebola as of 2019",0
1352,The vaccine is with his healthcare plan &amp; with his taxes.,0
1353,Covid fight: Study to find tuberculosis vaccine’s role https://t.co/GwifjwutGQ,0
1354,Another vaccine joins the clinical trials family. Canadian company's COVID-19 vaccine candidate begins clinical trial in Australia https://t.co/i1ZdFEIRsX,0
1355,"#COVID__19  @Government, keep your vaccine and ram it up your asses gud, way up in der, u Government are far more deadly dan dis fake Virus, u came up wid it  to strike fear and to introduce dis vaccine to the World, u people Wicked and evil, destroying businesses an ppl lives.",1
1356,As someone who has followed the anti-vax movement since the 1990s (their X's keep changing but the argument remains the same: don't get vaccinated because of X) I guarantee this is going to happen to such an extent that we might not reach herd immunity of 50-60% for Covid in 2021 https://t.co/BEP79NGeZi,0
1357,Investors bet vaccine sparks revival in beaten down stocks  https://t.co/CYlWPEJk5i  SYDNEY/LONDON (Reuters) - Investors expecting an imminent COVID-19 vaccine are beginning to buy bank stocks and industrials in ...,0
1359,@IwIwmtLe @Kev1956in @KSLcom Wearing masks has never been about stopping the virus. It's about slowing the spread and limiting it as much as possible until we get a vaccine.,2
1360,"@Christi45657364 @SMcwoof @angela_bower @HouseOfRealNews @mcfunny @VileThePro @ale_battini @ianfmusgrave @BreezerGalway @carlsmythe @KayVonPaul @barryjohnreid21 @ghoppe @Gardeniagal4 @StopVaxxedLies @BeckyJohnson222 @_mamadeb @Death_is_final @MacBaird13 @100Dianne @MonstaTofu @markmcdougall13 @Monstercoyliar @GeoffSchuler @peterre76976220 @Kathmarval @KatLaRue7 @Shared_facts @RisetteMD @chaoticsx2 @SVaxhole @BoastIra @HupperichWerner @PaulVCooper1 @HPVSideEffects @rainmc @ChrisJohnsonMD @RCPrentice @CiteretV @FrankDElia7 @MaggieC_95 @David_5705 @organicdot @HaircutSpock @ThatBackwoodsB @LG28640297 @JaneEOpie @doritmi @Bobby_Network Again,
how would you (theoretically) isolate a virus?

You don't like the methods refined over ~100 years
You must have some startling alternative way to do it
Do tell

#COVID19 #SARSCoV2",0
1361,Mandating &amp; forcing a rushed untested vaccine on ppl that do not consent could also qualify as a Holocaust.,1
1362,Could the mutated Corona virus from mink make vaccines ineffective ? The Indian inactivated vaccine should be ok .@nickbaumgardner @MartinKulldorff @joerogan @narendramodi @AmitShah @freddiesayers @carlheneghan,0
1363,"@KellyJ79 @Wizard_Predicts Apparently you don’t understand that a virus cares not what you do, without a vaccine, eventually everybody will get it.  But ain’t it fun blaming it on trump!!  I bet there’s an asteroid he is guiding towards us right now!!",2
1364,When I get a vaccination from the virus I wanna go back across country. Driving though buffalo was great! Wore my patriots shit in a massive Walmart full of Josh Allen T-shirts lol,2
1365,@acevedotoast @iShootWild @GovHerbert I honestly don't know where people get this figure. From what I've seen in peer reviewed articles mortality from covid is actually on par with polio before there was a vaccine. A lot of people also have lasting after effects from infection. I don't have numbers for that.,0
1366,@BepannaahNo1Fan @ChopdaHarshad @DesiMFactory @AnshulGarg80 @ektarkapoor @VYRLOriginals @TSeries @godrejlaffaire @Celebconnect32 @Whiteleafent1 @Dpiff_official I was missing from a month I guess that I missed the premier but I discovered that the VM is not yet released they are waiting for Corona vaccine to release it,0
1367,Unfortunately I believe untill there is a vaccine that is provided and proven to work against covid19 we must be responsible for our own safety or the effects of our current situation will continue to be devastating. #StaySafe,2
1368,There won't be a vaccine. All these pharma companies are stringing people along as they collect and sell billions in stock value. It is a sham. https://t.co/gw6dTibkir,0
1369,"@twtrrr @equanimity500 @RBJRON @ricklevy67 @realDonaldTrump @TheNewDailyAu So what , who knows who will be first 
only vaccine I will have is one approved by WHO 

First he said Jan, then said March https://t.co/pEqnrefym0",2
1370,"@realDonaldTrump I am ready to give the vaccine covid-19.Trump just needs to write to me and all this chaos will end.

I hope you noticed the message Donald trump,and if not,the virus problem continues.",0
1372,"@realDonaldTrump I am waiting and ready to give you the vaccine coVID 19 at any time.

I hope you stop being blind and notice the message,it's for the good of you and for the good of others.",0
1373,What will it mean exactly when a vaccine is declared “effective”? https://t.co/BDeCq8lYq5,0
1374,"RT @Iancoll94354676: “Dodgy cronyism”, vaccine head Bingham is under pressure to resign, it would be a start if she went. 

https://t.co/XU…",0
1376,@washingtonpost Only great work that might emerge from the pandemic is a 'silver bullet' or vaccine for Corona.,2
1378,"#China exhibits caution at US ... - https://t.co/4ca2u5MZXv 
Get your news featured use #IndiaPostUSA 
#AnthonyFauci #ChinaUSRelations #CoronaVaccine #CoronaVaccineNews #Coronavirus #Covid19Crisis #COVID19USA #Democrats #DonaldTrump #HardestHitCOuntry #JoeBiden #MikePompeo",0
1379,"#coronavirus News LIVE Updates: #india #COVID19 tally crosses 85.5 lakh; death toll above 1.26 lakh #coronavirusvaccine
https://t.co/isTUxuhmzb",0
1380,@bjtcs @AMace69050849 @MeidasTouch @FLOTUS Wasn’t the Covid vaccine supposed to be available before the election. Another lie,0
1381,GCHQ spies launch cyber counter-attack against anti-vaccine propaganda being spread by Russia  https://t.co/jU3e0CfcU8,0
1383,Australia Begins Production Of Oxford-Developed Covid-19 Vaccine https://t.co/CQKwhBlCP9,0
1384,"@Bilingual_News 
Michael: Just... just say one thing about vaccines that's totally True and wouldn't get banned by Mark Zuckerberg. Just one statement about vaccine.
Me: Vaccines saved many lives.",2
1385,@JourneysNonnie Who's doing that?  Who's mandating a vaccine?  Biden?,0
1386,@Jdecasanova @PeterHotez will take time to know which better at preventing &amp;/or longer lasting protection...for example the newer Shingrix for shingles is much better than the previous vaccine.  but getting protection ASAP of a safe vaccine highly recommended.,2
1387,@lkmynts @Breaking911 @NBCNews His plan is mandatory masks forever!   He’ll likely hook up w Gates for a unsafe vaccine that will be forced on everyone for a virus that is 99+% survivable.,1
1388,"Are the Siskel &amp; Ebert lefties saying anything about this? 

“The delay has already gummed up discussions on critical issues, including plans to distribute a possible coronavirus vaccine, this official said.”

https://t.co/BUxbA1YS3K",0
1389,"ICYMI: A Missouri House special committee will hear testimony Tuesday from @HealthyLivingMo Director Dr. Randall Williams about the state's vaccine plan and the growing number of COVID cases statewide. My story. #moleg 
https://t.co/GtGdgje6Tx",0
1390,Operation Warp Speed: Planning the distribution of a future COVID-19 vaccine https://t.co/Pm9D8dzuxt,0
1391,"@realDonaldTrump I wrote that there is a vaccine against corona-virus 19, but no one cares.
Everyone says that everything is bad and needs to be changed, but in fact they all just look and are silent. You're one of them!!!",0
1392,"@peters1162 @JordanSchachtel President elect Biden is nothing but a manager for Trump’s policies, vaccine work, and the Trump recovery. Without the Senate, he has no mandate. At least Nancy Pelosi has figured out how to blame AOC and Bernie for the loss of so many congressional seats. #CountEveryLegalVote",0
1393,"India Today: Coronavirus vaccine update: Bharat Biotech plans mid-2021 launch for Covaxin, protests in Brazil against Chinese vaccine.
https://t.co/obPqMyO5vs

via @GoogleNews",0
1394,@NYGovCuomo Why are you targeting the black community and healthcare workers?.. The same healthcare workers that SAVED YOUR A** and many others.. we don't want the vaccine.. you knew this and still went behind our backs  to mandate Covid-19 vaccines,1
1395,"@dstorey99 @VicGovDHHS Grow up 
Wearing a mask it's literally the smallest inconvenience. It's a prevention tactic. 10 cases of 0 is not a vaccine 

I'm not against them removing it for outdoors but it's still such a minor inconvenience. Just wear the mask and stfu",0
1396,EBOOK Download Your Baby's Best Shot: Why Vaccines Are Safe and Save Lives =&gt; https://t.co/7J8jIrVBFG,2
1397,@sunitayadav007 I am from West Bengal and our immunity is too strong. We don't need their vaccine.,1
1398,"Latest #coronavirus research:
👉Nanoparticle-based vaccine could be more powerful at triggering protective immune response.
👉Many surfaces carry coronavirus RNA — but only small amounts.
👉The virus’s spread in households is fast and often silent.
https://t.co/TmMhFpRITZ",0
1399,Australia has started manufacturing a COVID19 vaccine that will not be released until clinical trials are finalised and it is established that  it is safe and effective and has regulatory approval?,0
1400,"@MichaelJAdams13 @mslove_TLB Took one look at the cover photo, her bio and her pinned tweet and made the decision to block. Dangerous anti-masker and covid denier. No doubt anti-Vax too.",0
1401,"@BarbraStreisand Will you be doing a live concert any time soon? Or are you going to wait for a vaccine? I miss you and dream to watch you perform live. I missed #franksinatra I was 17 when he passed.  I don't want to miss another legend. Not you passing,  but me. 💕💕",0
1402,"@JimmyAVaden @PISDI94_96 I've listened to him and his VP pick. Both are looking to massively raise taxes for universal healthcare, open borders, shut down the economy until there's a proven vaccine, national mask mandate, healthcare for illegal aliens, path to citizenship for 20 million aliens. Socialist",2
1403,"The outlook for tourism next year remains bleak, with the Philippines struggling to contain a coronavirus pandemic and travelers awaiting the development of a vaccine, according to the Institute of International Finance, an industry trade association.

https://t.co/HJt9nmvg3w",0
1404,"I’m not going to think about whether I support BDS against Israel until there is a vaccine because:
1. I probably can’t go there anyway because of the virus.
2. If I do end up having to go there unexpectedly I assume it will be because of some endtimes prophecy coming True.",0
1405,You need to stop reading any news and believing any source of information is real. The reason why there is no vaccine is because immunity doesn't last over tree months after they give you the treatment!,0
1406,"The mask was never about keeping healthy.
It was ONLY used to see how compliant we would become, thus allowing the indoctrination of the vaccine.
(We all comply to the mask, we'll probably all comply to the vaccine).
Get it now?",1
1407,"would this make ppl healthier tho?
forced vaccines yaaas. I don’t want those disgusting viruses from gross kids. more taxes not for me yeees",2
1408,"@danajrichardson @pcdallas @60Minutes @kenjeong Indeed. Military gets involved because they're good at moving lots of stuff. Each year only 1% of the population needs to get childhood vaccinations. It's like doing all the measles vaccines that have ever been done, all at once.",0
1409,"I support a mask mandate but we would have a war if they try a vaccine mandate. Heck nah, no fucking way",1
1410,"Since I'm not allowed to comment on your tweet, @BillGates, I'm retweeting you to say stay away from me with your vaccines. #mybodymychoice, I ain't interested.",1
1411,Antarctica won't dream of Corona Virus vaccine forever.,0
1412,"What's one thing you've heard most this year? Ours is ""so tired of work from home man"" 😭

Tell us yours in the comments below! 

#HotWithMirchi #mirchigifs #overheard #virus #lockdown #wfh #sanitize #movies #bollywood #onemoremonth #vaccine #mask https://t.co/SMzibm5RNr",0
1413,facts and also make sure to be first in line for them vaccines since y’all government care about your “health and safety” 😂,2
1414,RT @Birdyword: Melbourne lab to start producing 30 million doses of promising coronavirus vaccine today https://t.co/0gqLMgACc7,2
1415,"@OfficialGami @CopingMAGA Well fuck, we didn't even need the vaccine. Someone turn off the COVID?",0
1416,Australia begins manufacturing of Oxford-developed COVID-19 vaccine https://t.co/bXu6umtKUT,0
1417,"Until when you're gonna close the borders? what if the vaccine ِdoes not come in 3 years? you will close it for 3 years? This is my whole Ph.D. time. Please decide a proper solution for #internationalstudents for god sake!
@ScottMorrisonMP @AlanTudgeMP @PhilHoneywood",0
1418,"The mask mandate Biden is proposing won't happen. The pandemic will gradually end if/when he takes office, as ""quick action"" by his administration will finalize a ""safe &amp; effective"" vaccine, which hardly anyone will even take. It will be referenced like Charlottesville is today.",0
1419,"Reviewed the Biden-Harris plan for #COVID19 and I’m impressed.
-evidence based guidelines for school &amp; business opening
-more testing
-more PPE
-equitable vaccine distribution
-funds for small businesses
-national dashboard

For the 1st time in months I feel like it might be ok.",0
1420,"Covid struggle: Examine to search out tuberculosis vaccine’s function | Noida Information - Occasions of...
https://t.co/ByQxf6fHhU",0
1421,"While the news media distracts you with their ""projected manifestations"", Covid19 cases &amp; death tolls are falling fast in the US, but we somehow need a vaccine still? How so? Be on the lookout for another ""Boo!"" precedent soon thats approved by the government you trust. #IJHTMYT",1
1422,"RT @earthnamek: This is just hate material

Look at the misinformation about vaccines and autism...

#ActuallyAutistic #COVID19 #VaccinesWo…",0
1423,"wouldn’t this make ppl healthier tho?!
forced vaccines yaaas. I don’t want those disgusting viruses from gross kids. more taxes not for me yeees.",2
1424,@cyndi_mich @zenanass22 @wxyzdetroit A vaccine are you kidding? There was no COVID to begin with. How the hell are you going to create a vaccine for something that doesn’t exist? Or for a virus that was never isolated? Any vaccine takes minimum 7 years 😂🤣 Ant the pharm s have immunity from prosecution???,1
1425,You Shouldn't Believe Anything Gov Says Ab Vaccines/Viruses By Jon Rappoport https://t.co/7syprGOlzp  https://t.co/7syprGOlzp #explorebeBee,1
1426,"Fauci: My wife works at NIH so my vaccine will be accepted even when not tested and will turn people in guinea pigs.
#Trump #Fauci #FauciTheFraud #FauciFraud #COVID19 https://t.co/G2NWaIqWhe",1
1427,"Worry is rising that other animals might harbor the #coronavirus &amp; pass it to humans. In Denmark, the virus moved from humans to mink and back to humans. The fear: the mutation could potentially undercut the effectiveness of a vaccine https://t.co/33uSPZ4CiC",0
1428,@ZacksJerryRig @GovHerbert Today is the mask... Tommorrow is the Vaccine mandatory ... Some one goes into your body by force.  This has to be stopped.,1
1429,"@LucyDownes22 @naomirwolf @eMaLuna @michaelmina_lab I never said it eradicated the virus.
There are 10 highly respected scientists for every 1 of your “top scientists” that support NZ &amp; Australia’s approach to this PANDEMIC. it’s about controlling the spread &amp; saving lives until there’s a vaccine",2
1430,"@Tosyn_abi But forcing them to take a vaccine isn’t really the answer, the vaccines hasn’t been tested properly and mandating people that don’t believe in them is just wild.",1
1431,"During a court hearing for a case in Oakland County, MI Dr. Stanley Plotkin testified that 76 fetuses were used for a vaccine study.

Read the full transcript here:
https://t.co/Fl6toD52Cv
page 341

Listen to his full testimony here:
https://t.co/A4J45dGUs6

InformedMothers https://t.co/wqankP1lLH",0
1433,"@TrumpVoterWTF @realDonaldTrump Donald Trump
You haven't lost ...!
There was a stuffing of votes from Joe
You will be able to win!
I write again that I have the corona-virus vaccine... write me a Donald Trump.
At a time when lies have filled our minds, we have no right to give up.",0
1434,"RT @SottoZen: Planes, trucks and ultracold boxes: Pfizer preps massive COVID-19 vaccine distribution effort https://t.co/VPcjcriPd7",0
1435,"@EricTopol @60Minutes Why would you expect to get ""buy in"" and have nurses and physicians agree to take the first generation vaccine, before they even know the efficacy and side effects?",0
1436,"@sunshinekickss @TrumpVoterWTF @realDonaldTrump Donald Trump
You haven't lost ...!
There was a stuffing of votes from Joe
You will be able to win!
I write again that I have the corona-virus vaccine... write me a Donald Trump.
At a time when lies have filled our minds, we have no right to give up.",0
1437,"@FTP_Tigerlily @sunshinekickss @TrumpVoterWTF @realDonaldTrump Donald Trump
You haven't lost ...!
There was a stuffing of votes from Joe
You will be able to win!
I write again that I have the corona-virus vaccine... write me a Donald Trump.
At a time when lies have filled our minds, we have no right to give up.",0
